Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;32P01039;;;MM SENSIDIANE AR CC COLOR CLARO SPF 30 x 3 mL;;;;;;;;Nro Formula;;972;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;22P01039;;GCOS MM SENSIDIANE AR CC COLOR CLARO SPF 30 x 3 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;12P01039C;;ETIQUETA MM SENSIDIANE AR CC COLOR CLARO SPF 30 x 3 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;55; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;31P00998;;;XERODIANE AP+ BÁLSAMO RELIPIDIZANTE x 200 mL;;;;;;;;Nro Formula;;975;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;21P00998;;GCOS XERODIANE AP+ BÁLSAMO RELIPIDIZANTE x 200 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;12P00998C;;ETIQUETA XERODIANE AP+ BÁLSAMO RELIPIDIZANTE x 200 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;56; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;32P01096;;;MM XERODIANE AP + CR LVTE x 5 mL;;;;;;;;Nro Formula;;976;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;22P01096;;GCOS MM XERODIANE AP + CR LVTE x 5 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;12P01096C;;ETIQUETA MM XERODIANE AP + CR LVTE x 5 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;57; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;32P01000;;;MM XERODIANE AP + BÁLSAMO x 5 mL;;;;;;;;Nro Formula;;977;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;Representada noreva LED;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;22P01000;;GCOS MM XERODIANE AP + BÁLSAMO x 5 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;12P01000C;;ETIQUETA MM XERODIANE AP + BÁLSAMO x 5 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;58; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;31P01095;;;XERODIANE AP+ CREMA LIMPIADORA  ANTIDESECACIÓN x 500 mL;;;;;;;;Nro Formula;;978;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;REPRESENTADA: NOREVA LED;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;21P01095;;GCOS XERODIANE AP+ CREMA LIMPIADORA  ANTIDESECACIÓN x 500 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;12P01095C;;ETIQUETA XERODIANE AP+ CREMA LIMPIADORA  ANTIDESECACIÓN x 500 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;59; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20003.02;;;GCOM ALLOFED 100;;;;;;;;Nro Formula;;985;;;
Versión;std     ;;;Cantidad;;400.000,00;Uni     ;;Lote Mínimo;400.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20003.01;;GGRAN ALLOFED 100;;kg      ;76,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;60; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20005.02;;;GCOM ALLOFED 300;;;;;;;;Nro Formula;;990;;;
Versión;std     ;;;Cantidad;;120.000,00;Uni     ;;Lote Mínimo;120.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20005.01;;GGRAN ALLOFED 300;;kg      ;66,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;61; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20008.02;;;GCOM BUPRIL SR;;;;;;;;Nro Formula;;1002;;;
Versión;std     ;;;Cantidad;;166.666,00;Uni     ;;Lote Mínimo;166.666,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20008.01;;GPOL BUPRIL SR;;kg      ;53,30;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;62; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20010.02;;;GCOM CALERNID 10;;;;;;;;Nro Formula;;1007;;;
Versión;std     ;;;Cantidad;;600.000,00;Uni     ;;Lote Mínimo;600.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20010.01;;GPOL CALERNID 10;;kg      ;58,20;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;63; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20013.02;;;GCOM CARVEDIL 25;;;;;;;;Nro Formula;;1020;;;
Versión;std     ;;;Cantidad;;300.000,00;Uni     ;;Lote Mínimo;0,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20013.01;;GGRAN CARVEDIL 25;;kg      ;30,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;64; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20015.02;;;GCOM CILOZOL 100;;;;;;;;Nro Formula;;1025;;;
Versión;std     ;;;Cantidad;;100.000,00;Uni     ;;Lote Mínimo;100.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20015.01;;GGRAN CILOZOL 100;;kg      ;24,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;65; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20016.02;;;GCOM CIPRAM S10;;;;;;;;Nro Formula;;1029;;;
Versión;std     ;;;Cantidad;;300.000,00;Uni     ;;Lote Mínimo;300.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20016.01;;GGRAN CIPRAM S10;;kg      ;45,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;66; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20018.02;;;GCOM CIPRAM S20;;;;;;;;Nro Formula;;1034;;;
Versión;std     ;;;Cantidad;;250.000,00;Uni     ;;Lote Mínimo;250.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20018.01;;GGRAN CIPRAM S20;;kg      ;75,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;67; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20020.02;;;GCOM CLOPIGREL;;;;;;;;Nro Formula;;1039;;;
Versión;std     ;;;Cantidad;;255.360,00;Uni     ;;Lote Mínimo;255.360,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20020.01;;GPOL CLOPIGREL;;kg      ;74,05;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;68; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20025.02;;;GCOM EVRY 10;;;;;;;;Nro Formula;;1049;;;
Versión;std     ;;;Cantidad;;250.000,00;Uni     ;;Lote Mínimo;250.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20025.01;;GPOL EVRY 10;;kg      ;30,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;69; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20031.02;;;GCOM GALTAMIN 8;;;;;;;;Nro Formula;;1067;;;
Versión;std     ;;;Cantidad;;96.000,00;Uni     ;;Lote Mínimo;96.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20031.01;;GPOL GALTAMIN 8;;kg      ;11,04;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;70; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20036.02;;;GCOM LESTEROL 10;;;;;;;;Nro Formula;;1075;;;
Versión;std     ;;;Cantidad;;300.000,00;Uni     ;;Lote Mínimo;300.000,00;;Lote Máximo;;0,00;;;
Observaciones;;04/2022 1era fabricación en Noas.;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20036.01;;GPOL LESTEROL 10;;kg      ;45,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;71; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20038.02;;;GCOM LESTEROL 20;;;;;;;;Nro Formula;;1081;;;
Versión;std     ;;;Cantidad;;150.000,00;Uni     ;;Lote Mínimo;150.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20038.01;;GPOL LESTEROL 20;;kg      ;45,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;72; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20040.02;;;GCOM MONKAST 10;;;;;;;;Nro Formula;;1093;;;
Versión;std     ;;;Cantidad;;380.000,00;Uni     ;;Lote Mínimo;380.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20040.01;;GPOL MONKAST 10;;kg      ;76,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;73; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20043.02;;;GCOM NOASARTÁN 300;;;;;;;;Nro Formula;;1104;;;
Versión;std     ;;;Cantidad;;100.000,00;Uni     ;;Lote Mínimo;100.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20043.01;;GGRAN NOASARTÁN 300;;kg      ;70,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;74; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20046.02;;;GCOM TERLADEP;;;;;;;;Nro Formula;;1117;;;
Versión;std     ;;;Cantidad;;250.000,00;Uni     ;;Lote Mínimo;250.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20046.01;;GPOL TERLADEP;;kg      ;72,50;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;75; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20051.02;;;GCOM TOPILEP 25;;;;;;;;Nro Formula;;1122;;;
Versión;std     ;;;Cantidad;;600.000,00;Uni     ;;Lote Mínimo;600.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20051.01;;GPOL TOPILEP 25;;kg      ;58,20;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;76; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20052.02;;;GCOM TOPILEP 50;;;;;;;;Nro Formula;;1127;;;
Versión;std     ;;;Cantidad;;500.000,00;Uni     ;;Lote Mínimo;500.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20052.01;;GPOL TOPILEP 50;;kg      ;72,50;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;77; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20053.02;;;GCOM TOPILEP 100;;;;;;;;Nro Formula;;1132;;;
Versión;std     ;;;Cantidad;;250.000,00;Uni     ;;Lote Mínimo;250.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;4;;;;COMPRESIÓN;;;;;;20053.01;;GPOL TOPILEP 100;;kg      ;72,50;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;78; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20054.02;;;GFRA URALYT X 140 g;;;;;;;;Nro Formula;;1137;;;
Versión;std     ;;;Cantidad;;600,00;Uni     ;;Lote Mínimo;600,00;;Lote Máximo;;0,00;;;
Observaciones;;FRACCIONADO MANUAL;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;12;;;;FRACCIONADO POLVOS;;;;;;20054.01;;GGRAN URALYT;;kg      ;84,00;
1;12;;;;FRACCIONADO POLVOS;;;;;;120008D;;POTE PEAD BLANCO PARA 140 g;;Uni     ;600,00;
1;12;;;;FRACCIONADO POLVOS;;;;;;120009D;;TAPA CON PRECINTO POTE PEAD;;Uni     ;600,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;79; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;31P01001;;;ACTIPUR ESPUMA DERMOLIMPIADORA  x 150 mL;;;;;;;;Nro Formula;;1140;;;
Versión;std     ;;;Cantidad;;1,00;Uni     ;;Lote Mínimo;1,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;7;;;;ESTUCHADO;;;;;;12P01001C;;ETIQUETA ACTIPUR ESPUMA DERMOLIMPIADORA  x 150 mL;;Uni     ;1,00;
1;7;;;;ESTUCHADO;;;;;;21P01001;;GCOS ACTIPUR ESPUMA DERMOLIMPIADORA  x 150 mL;;Uni     ;1,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;80; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20008.03;;;GCOR BUPRIL SR;;;;;;;;Nro Formula;;1159;;;
Versión;std     ;;;Cantidad;;166.666,00;Uni     ;;Lote Mínimo;166.666,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;5;;;;RECUBRIMIENTO;;;;;;20008.02;;GCOM BUPRIL SR;;Uni     ;166.666,00;
1;5;;;;RECUBRIMIENTO;;;;;;100066;;VIVACOAT A;;g       ;1.670,00;
1;5;;;;RECUBRIMIENTO;;;;;;100070;;AGUA PURIFICADA;;L       ;11,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;81; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20010.03;;;GCOR CALERNID 10;;;;;;;;Nro Formula;;1163;;;
Versión;std     ;;;Cantidad;;600.000,00;Uni     ;;Lote Mínimo;600.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;5;;;;RECUBRIMIENTO;;;;;;20010.02;;GCOM CALERNID 10;;Uni     ;600.000,00;
1;5;;;;RECUBRIMIENTO;;;;;;100066;;VIVACOAT A;;g       ;3.600,00;
1;5;;;;RECUBRIMIENTO;;;;;;100051;;ÓXIDO DE HIERRO AMARILLO E172;;g       ;24,00;
1;5;;;;RECUBRIMIENTO;;;;;;100070;;AGUA PURIFICADA;;L       ;20,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;82; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20015.04;;;GBLI CILOZOL 100 X 10;;;;;;;;Nro Formula;;1178;;;
Versión;std     ;;;Cantidad;;10.000,00;Uni     ;;Lote Mínimo;10.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;6;;;;BLISTEADO;;;;;;20015.02;;GCOM CILOZOL 100;;Uni     ;100.000,00;
1;6;;;;BLISTEADO;;;;;;1100015;;ALUMINIO IMPRESO CILOZOL 100;;kg      ;4,00;
1;6;;;;BLISTEADO;;;;;;1110000;;PVC CRISTAL ANCHO 161 mm ESPESOR 250 micras;;kg      ;24,00;
Fecha de emision : 27/11/2023 13:56  -  Usuario : vgomez  -  Base : Noas  -  Terminal : DESK;;;;;;;;;;;;;;;83; | 240;
;;;Noas Farma Uruguay;;;;;;;;;;;;;;
;;;FORMULAS PRODUCTIVAS;;;;;;;;;;;;;;
Empresa;01;;;Noas Farma Uruguay;;;;;Formula Activa;S;;Fecha Alta;;19/10/2020;;;
Artículo;20016.03;;;GCOR CIPRAM S10;;;;;;;;Nro Formula;;1181;;;
Versión;std     ;;;Cantidad;;300.000,00;Uni     ;;Lote Mínimo;300.000,00;;Lote Máximo;;0,00;;;
Observaciones;;;;;;;;;;;;;;;;;
Nro. Paso;Etapa;;;;Nombre;;;;;;Componente;;Nombre;;Unidad;Cantidad;
1;5;;;;RECUBRIMIENTO;;;;;;20016.02;;GCOM CIPRAM S10;;Uni     ;300.000,00;
1;5;;;;RECUBRIMIENTO;;;;;;100066;;VIVACOAT A;;g       ;1.500,00;
1;5;;;;RECUBRIMIENTO;;;;;;100039;;LACA AZUL ÍNDIGO CARMÍN FD&C #2;;g       ;30,00;
1;5;;;;RECUBRIMIENTO;;;;;;100070;;AGUA PURIFICADA;;L       ;7,00;
